OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFAParking,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),Electricity(kWh),NaturalGas(therms),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
1,2017,NonResidential,Hotel,Mayflower park hotel,405 Olive way,98101.0,7.0,DOWNTOWN,47.6122,-122.33799,1927,12,1.0,88434,0,0.0,63.0,83.2,82.3,184.4,181.6,7361655,7274452,2122835,3950356,1157783,12884,1288462,197.63,2.235
2,2017,NonResidential,Hotel,Paramount Hotel,724 Pine street,98101.0,7.0,DOWNTOWN,47.61317,-122.33393,1996,11,1.0,103566,15064,0.0,72.0,88.2,86.8,163.8,159.8,7804844,7678810,0,3016757,884161,47880,4788086,266.78,2.576
3,2017,Campus,Hotel,84SC9-The Westin Seattle,1900 5th Avenue,98101.0,7.0,DOWNTOWN,47.61393,-122.3381,1969,41,1.0,956110,196718,0.0,48.0,98.4,98.2,242.9,242.6,74470328,74311368,24313482,48712840,14276917,14440,1444000,1570.75,1.643
5,2017,NonResidential,Hotel,HOTEL MAX,620 STEWART ST,98101.0,7.0,DOWNTOWN,47.61412,-122.33664,1926,10,1.0,61320,0,0.0,51.0,120.2,119.0,234.3,230.3,7372221,7294312,2228119,3008513,881744,21355,2135587,244.32,3.984
8,2017,NonResidential,Hotel,WARWICK SEATTLE HOTEL (ID8),401 LENORA ST,98121.0,7.0,DOWNTOWN,47.61375,-122.34047,1980,18,1.0,175580,62000,0.0,78.0,116.1,114.1,209.9,205.5,14335778,14081251,0,5198201,1523505,91375,9137575,506.8,2.886
9,2017,Nonresidential COS,Other,West Precinct,810 Virginia St,98101.0,7.0,DOWNTOWN,47.61623,-122.33657,1999,2,1.0,97288,37198,0.0,,261.1,261.0,591.7,591.4,13250532,13249402,0,7711199,2260023,55393,5539331,326.1,3.352
10,2017,NonResidential,Hotel,Camlin,1619 9th Avenue,98101.0,7.0,DOWNTOWN,47.6139,-122.33283,1926,11,1.0,83008,0,0.0,33.0,72.5,70.8,148.6,143.3,5901084,5763338,0,2821450,826919,30796,3079632,175.23,2.111
11,2017,NonResidential,Other,Paramount Theatre,911 Pine St,98101.0,7.0,DOWNTOWN,47.61327,-122.33136,1926,8,1.0,102761,0,0.0,,71.6,69.8,161.8,159.7,7356191,7176510,2886288,4048362,1186507,4215,421539,192.57,1.874
12,2017,NonResidential,Hotel,311wh-Pioneer Square,612 2nd Ave,98104.0,7.0,DOWNTOWN,47.60294,-122.33263,1904,15,1.0,163984,0,0.0,44.0,90.5,89.9,188.2,186.1,14847579,14735695,0,7306577,2141435,75410,7541000,430.73,2.627
13,2017,Multifamily MR (5-9),Mid-Rise Multifamily,Lyon Building,607 - 3rd Ave.,98104.0,7.0,DOWNTOWN,47.60284,-122.33184,1910,6,1.0,63712,1496,0.0,2.0,89.8,89.5,189.5,189.1,5042044,5022714,1511604,2445026,716596,10854,1085413,148.12,2.325
15,2017,NonResidential,Hotel,Hotel Monaco Seattle,1101 4th Avenue,98101.0,7.0,DOWNTOWN,47.60695,-122.33414,1969,11,1.0,153163,19279,0.0,35.0,120.0,119.2,227.0,225.9,16066496,15958532,5702268,6051790,1773678,43124,4312437,557.21,3.638
16,2017,NonResidential,Hotel,42SCF-W Seattle,1112 Fourth Avenue,98101.0,7.0,DOWNTOWN,47.60713,-122.33323,1998,25,1.0,333176,61161,0.0,38.0,88.4,87.1,217.2,213.1,27806852,27384446,6340211,18259237,5351476,32074,3207400,582.94,1.75
17,2017,NonResidential,Hotel,Executive Pacific Plaza,400 Spring Street,98104.0,7.0,DOWNTOWN,47.60699,-122.33346,1928,9,1.0,65009,0,0.0,94.0,73.0,73.0,88.5,88.5,4742757,4742757,1569480,253895,74412,29193,2919380,239.53,3.685
18,2017,NonResidential,Hotel,Crowne Plaza Hotel Seattle,1113 6th Ave,98101.0,7.0,DOWNTOWN,47.60809,-122.33212,1980,33,1.0,353111,57600,0.0,65.0,75.4,0.0,176.7,0.0,22282796,0,0,13684145,4010593,72189,7218978,440.01,1.246
19,2017,NonResidential,Hotel,Hotel Vintage Seattle,1100 5th Avenue,98101.0,7.0,DOWNTOWN,47.60755,-122.33244,1922,11,1.0,92190,25200,0.0,34.0,172.2,171.3,310.8,309.7,11603445,11542387,5626128,3781231,1108215,21960,2196084,431.37,4.679
21,2017,Nonresidential COS,Other,The Seattle Public Library - Central Library,1000 Fourth Avenue,98154.0,7.0,DOWNTOWN,47.60649,-122.33297,2004,11,1.0,412000,57000,0.0,,43.7,43.6,133.2,133.1,15986807,15965283,753683,15233121,4464572,0,0,103.09,0.25
22,2017,NonResidential,Other,Downtown Seattle YMCA,909 4th Avenue,98104.0,7.0,DOWNTOWN,47.60546,-122.33279,1930,6,1.0,103911,0,0.0,,93.7,93.7,190.4,190.4,12175522,12177365,5704005,5305695,1555010,11658,1165821,387.1,3.725
23,2017,NonResidential,Hotel,Renaissance Seattle Hotel,515 Madison Street,98104.0,7.0,DOWNTOWN,47.60681,-122.33078,1983,28,1.0,416281,85000,0.0,37.0,97.5,95.7,226.7,222.3,33959408,33326178,0,20715717,6071429,132436,13243685,789.08,1.896
24,2017,NonResidential,Mixed Use Property,The Rainier Club,820 4th Ave.,98104.0,7.0,DOWNTOWN,47.60515,-122.33159,1907,5,1.0,57452,0,0.0,,129.1,128.3,263.8,262.9,7418679,7371858,1574400,3408358,998932,24359,2435919,227.17,3.954
25,2017,NonResidential,Hotel,Arctic Club Seattle,700 3rd Ave,98104.0,7.0,DOWNTOWN,47.60376,-122.33194,1916,10,1.0,104352,0,0.0,53.0,85.1,85.1,205.1,205.1,8884319,8884319,2744007,5575491,1634083,5648,564820,198.94,1.906
26,2017,NonResidential,Other,King County Courthouse,516 3RD AVE,98104.0,7.0,DOWNTOWN,47.60265,-122.33051,1916,10,1.0,540360,0,0.0,75.0,91.0,89.6,192.0,190.5,48880476,48101932,0,24781750,7263115,240987,24098721,1382.41,2.558
27,2017,NonResidential,Other,King County Correctional Facility,500 5TH AVE,98104.0,3.0,DOWNTOWN,47.60378,-122.32842,1985,19,1.0,385274,0,0.0,,124.0,123.0,210.2,209.2,47756124,47386200,0,14754917,4324419,330012,33001203,1813.74,4.708
28,2017,SPS-District K-12,K-12 School,Graham Hill Elementary,5149 S. Graham St.,98118.0,2.0,SOUTHEAST,47.54576,-122.26853,1961,2,1.0,56228,0,0.0,95.0,28.6,27.8,61.6,60.9,1682550,1639540,0,891721,261348,7908,790829,45.69,0.813
29,2017,NonResidential,Hotel,WATERTOWN HOTEL,4242 ROOSEVELT WAY NE,98105.0,4.0,NORTHEAST,47.65959,-122.31755,2001,6,1.0,88592,30586,0.0,90.0,57.0,56.0,131.2,128.8,3863650,3791958,0,2313280,677983,15503,1550368,91.91,1.037
30,2017,NonResidential,University,Main Campus Center,1000 Lenora St.,98121.0,7.0,DOWNTOWN,47.61816,-122.33629,1928,7,1.0,126593,0,0.0,,97.3,97.4,181.5,181.6,12163565,12169801,0,4747347,1391368,74162,7416217,413.52,3.266
32,2017,NonResidential,Hotel,Homewood Suites,1011 Pike ST,98101.0,7.0,EAST,47.61301,-122.32929,1991,8,1.0,158676,30301,0.0,,45.7,45.7,56.8,56.8,5351128,5351723,0,495830,145319,48552,4855297,259.92,1.638
33,2017,NonResidential,Hotel,Marriott Springhill Suites,1800 Yale Ave,98101.0,7.0,DOWNTOWN,47.61784,-122.32966,2001,10,1.0,171866,38281,0.0,58.0,89.8,88.2,186.6,183.3,11581091,11364507,0,5694083,1668840,58870,5887006,336.22,1.956
34,2017,SPS-District K-12,K-12 School,Meany Building,301/300 21st Ave. E.,98112.0,3.0,Central,47.62266,-122.30547,1955,1,1.0,126351,0,0.0,99.0,27.4,27.4,41.5,41.5,3468018,3462376,0,767933,225068,27000,2700084,146.58,1.16
35,2017,NonResidential,Hotel,Hotel Five,2200 5th ave,98121.0,7.0,DOWNTOWN,47.61558,-122.34186,1978,5,1.0,68410,16200,0.0,71.0,83.8,83.0,184.7,182.1,4376607,4332159,0,2416376,708199,19602,1960229,114.1,1.668
36,2017,SPS-District K-12,K-12 School,Jane Addams Middle,11051 34th Ave. N.E.,98125.0,5.0,NORTH,47.70994,-122.29301,1949,2,1.0,160645,0,0.0,70.0,48.0,46.4,74.5,72.8,7890891,7620227,0,1891909,554486,59989,5998982,326.43,2.032
37,2017,SPS-District K-12,K-12 School,John Hay Elementary,201 Garfield St.,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172,1989,2,1.0,51582,0,0.0,96.0,26.6,26.6,83.5,83.6,1467507,1468128,0,1467506,430101,0,0,6.07,0.118
38,2017,NonResidential,Small- and Mid-Sized Office,Good Shepherd Center,4649 Sunnyside Ave. N.,98070.0,1.0,LAKE UNION,47.6641,-122.33118,1906,3,1.0,87262,0,0.0,,67.1,65.4,108.5,106.8,4523929,4410662,0,1227619,359794,32963,3296308,180.15,2.064
40,2017,NonResidential,Hotel,Silver Cloud University,5036 25th Ave NE,98105.0,4.0,NORTHEAST,47.66583,-122.29965,1994,4,1.0,81871,0,0.0,28.0,87.7,86.5,173.9,170.4,7177935,7085024,0,3207640,940105,39702,3970294,224.13,2.738
41,2017,NonResidential,Self-Storage Facility,08781-University Village,2746 Ne 45th St Suite 100,98105.0,4.0,NORTHEAST,47.66172,-122.29598,1955,2,1.0,110356,0,0.0,,11.2,11.2,31.2,31.2,294099,293061,0,244299,71600,498,49800,3.66,0.033
43,2017,Campus,Mixed Use Property,Plant 2 Site,7755 E MARGINAL WAY S,98108.0,2.0,GREATER DUWAMISH,47.53493,-122.31788,1992,3,1.0,494835,0,0.0,,286.4,286.5,468.5,468.6,579302208,579556160,0,162398671,47596328,4169035,416903500,22813.61,46.103
46,2017,Campus,Warehouse,Seattle 11-13,3301 S NORFOLK ST,98118.0,2.0,GREATER DUWAMISH,47.51138,-122.28875,1961,2,3.0,714095,0,0.0,,47.0,46.9,147.6,147.4,45259796,45199188,0,45259791,13264886,0,0,187.24,0.262
50,2017,SPS-District K-12,K-12 School,Lawton Elementary,4000 27th Ave. W.,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990,2,1.0,54986,0,2016.0,97.0,31.5,31.1,79.3,78.9,1733154,1712583,0,1215160,356143,5179,517993,32.54,0.592
51,2017,SPS-District K-12,K-12 School,Eckstein Middle,3003 N.E. 75th St.,98115.0,4.0,NORTHEAST,47.68252,-122.29498,1950,2,1.0,175565,0,0.0,91.0,41.5,40.8,61.9,61.2,7584022,7469367,0,1602005,469520,59820,5982016,324.33,1.847
52,2017,NonResidential,Small- and Mid-Sized Office,SBC52,5305 Shilshole Ave NW,98107.0,6.0,BALLARD,47.66587,-122.38476,1961,2,1.0,94900,0,0.0,58.0,70.5,69.3,167.5,166.1,6693368,6573501,0,4242691,1243461,24506,2450676,147.71,1.556
53,2017,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,2524 16th Ave S,98144.0,2.0,GREATER DUWAMISH,47.58034,-122.31132,1900,2,1.0,52554,0,0.0,95.0,40.8,40.2,76.9,76.2,2404192,2366052,0,958357,280878,14458,1445834,80.75,1.537
54,2017,NonResidential,K-12 School,Blanchet High School,8200 Wallingford Ave. N,98103.0,6.0,NORTHWEST,47.68891,-122.33553,1954,3,1.0,175015,0,0.0,92.0,48.9,47.5,83.6,82.1,8565306,8315324,0,2699299,791119,58660,5866005,322.71,1.844
55,2017,NonResidential,Self-Storage Facility,Vine Street,11 Vine Street,98121.0,7.0,DOWNTOWN,47.61351,-122.35129,1911,3,1.0,70586,0,0.0,,27.5,26.8,65.6,64.9,1938035,1889896,0,1239351,363233,6986,698683,42.23,0.598
56,2017,NonResidential,Hotel,Seattle Hilton Hotel,1301 Sixth Ave,98101.0,7.0,DOWNTOWN,47.60946,-122.33337,1969,24,1.0,332210,205970,0.0,84.0,43.9,0.0,100.4,0.0,15316728,0,0,9046481,2651372,62702,6270246,370.44,1.115
57,2017,NonResidential,Large Office,5th and Pine,413 Pine Street,98101.0,7.0,DOWNTOWN,47.6113,-122.33659,1973,5,1.0,168115,0,201820172016.0,85.0,56.4,55.5,177.2,174.1,9567585,9402433,0,9567584,2804098,0,0,39.58,0.235
58,2017,NonResidential,Other,1525 4th Avenue,1525 4th Ave,98101.0,7.0,DOWNTOWN,47.61076,-122.33765,1920,2,1.0,57428,0,0.0,,20.3,20.3,46.7,46.7,1164053,1164053,0,698961,204854,4650,465091,27.59,0.48
59,2017,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,98101.0,7.0,DOWNTOWN,47.61048,-122.33794,1910,8,1.0,59400,0,0.0,44.0,67.7,67.7,212.5,212.5,3720013,3720013,0,3720012,1090273,0,0,15.39,0.259
60,2017,NonResidential,Mixed Use Property,Mann Building,1401 3rd Avenue,98101.0,7.0,DOWNTOWN,47.60886,-122.33744,1926,2,1.0,52549,0,0.0,,307.6,304.5,510.0,506.4,16138114,15974657,0,4692127,1375184,114459,11445985,627.31,11.938
62,2017,NonResidential,Hotel,Roosevelt Hotel,1531 7th Ave,98101.0,7.0,DOWNTOWN,47.61233,-122.33432,1930,20,1.0,98634,10043,0.0,75.0,55.0,54.1,157.7,154.9,4871794,4791904,0,4237212,1241855,6345,634581,51.23,0.519
63,2017,Campus,Hotel,Sheraton Seattle Hotel,1400 6th Avenue,98101.0,7.0,DOWNTOWN,47.61087,-122.33339,1982,34,1.0,1083197,156583,0.0,62.0,86.4,85.9,192.0,191.4,85870096,85364488,12991603,47219596,13839272,256588,25658890,2248.74,2.076
65,2017,NonResidential,Hotel,Inn at the Market,86 Pine St,98101.0,7.0,DOWNTOWN,47.60997,-122.34138,1985,7,1.0,71150,0,0.0,98.0,94.0,94.0,215.8,215.8,5397353,5397353,0,3218277,943223,21790,2179075,129.05,1.814
66,2017,NonResidential,Hotel,Moore Hotel INC,1926 2nd Ave,98101.0,7.0,DOWNTOWN,47.61155,-122.34114,1908,7,1.0,122810,0,0.0,98.0,52.5,51.0,78.2,76.6,6445936,6263231,0,1355423,397251,50905,5090513,275.96,2.247
67,2017,NonResidential,Hotel,QUALITY INN,618 JOHN ST,98109.0,7.0,LAKE UNION,47.61986,-122.34413,1959,5,1.0,113173,42546,0.0,86.0,78.2,76.5,173.1,167.8,5524202,5403693,0,3074728,901151,24494,2449473,142.81,1.262
68,2017,NonResidential,Hotel,Rainier Hospitality,211 Dexter Ave N,98109.0,7.0,LAKE UNION,47.62001,-122.34274,2000,7,1.0,150453,34735,2014.0,84.0,63.9,63.0,135.3,132.7,7067429,6964738,0,3607881,1057409,34595,3459547,198.66,1.32
69,2017,NonResidential,Hotel,Sequim Lodging Corp,226 Aurora Ave N,98109.0,7.0,LAKE UNION,47.62025,-122.34314,1997,6,1.0,116300,28200,0.0,82.0,66.9,66.0,146.9,144.0,5923139,5840688,0,3243737,950685,26794,2679400,155.72,1.339
70,2017,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,6,1.0,155602,36744,0.0,85.0,45.3,44.4,107.8,105.0,7048202,6909994,0,4484683,1314385,25635,2563517,154.7,0.994
73,2017,NonResidential,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,98136.0,3.0,EAST,47.63442,-122.30793,1911,3,1.0,56072,0,0.0,70.0,64.1,62.3,87.9,86.0,3595219,3495458,0,552098,161810,30431,3043120,163.9,2.923
77,2017,NonResidential,Hotel,Comfort Suites Seattle Center,601 Roy St,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,4,1.0,122942,44891,0.0,93.0,72.5,71.7,144.0,141.3,5659957,5595112,0,2532541,742245,31274,3127416,176.57,1.436
82,2017,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,98122.0,3.0,CENTRAL,47.60823,-122.30956,1962,2,1.0,54984,0,0.0,69.0,66.7,64.5,147.8,143.4,3667950,3544293,0,2045667,599550,16222,1622282,94.62,1.721
84,2017,NonResidential,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,98126.0,1.0,SOUTHWEST,47.55837,-122.37751,1922,5,1.0,371257,74944,0.0,47.0,161.8,161.9,251.4,251.5,47947440,47970628,0,11550837,3385356,363966,36396600,1980.81,5.335
85,2017,NonResidential,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,98133.0,5.0,NORTHWEST,47.72426,-122.35599,1970,2,1.0,93397,0,0.0,1.0,185.8,181.8,322.1,316.5,17354576,16977500,0,5676673,1663737,116779,11677903,643.7,6.892
86,2017,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,98109.0,7.0,LAKE UNION,47.61988,-122.33211,2008,6,1.0,84103,20732,0.0,63.0,69.4,69.4,180.2,180.2,4397191,4397576,0,3255417,954108,11417,1141774,74.11,0.881
87,2017,SPS-District K-12,K-12 School,Arbor Heights Elementary,3701 S.W. 104th St.,98146.0,1.0,SOUTHWEST,47.5097,-122.37759,1948,2,1.0,53352,0,0.0,99.0,22.6,22.5,49.6,49.5,2030587,2020764,0,1114948,326772,9156,915637,53.24,0.998
89,2017,NonResidential,Medical Office,Polyclinic North && South,1200 Harvard Ave,98122.0,3.0,EAST,47.61244,-122.3214,1965,3,0.0,241014,121709,0.0,56.0,82.8,82.2,200.6,198.7,14823875,14707000,0,9735270,2853244,50886,5088603,310.53,1.288
95,2017,NonResidential,Hotel,Sorrento Hotel,900 Madison St.,98104.0,3.0,EAST,47.60898,-122.32693,1908,7,1.0,76631,0,0.0,74.0,98.7,98.1,172.5,170.5,7563180,7515292,0,2525522,740188,50376,5037658,278.0,3.628
96,2017,NonResidential,Mixed Use Property,Central Seattle,921 Terry Ave.,98104.0,3.0,EAST,47.60845,-122.32637,1983,6,1.0,99780,9341,0.0,,196.2,193.9,482.6,476.6,14841480,14668101,5212174,9629305,2822188,0,0,316.92,3.176
98,2017,NonResidential,Retail Store,400 Westlake Avenue N.,400 Westlake Ave N,98109.0,7.0,LAKE UNION,47.62237,-122.33805,1929,2,1.0,58320,0,0.0,9.0,14.9,14.3,24.4,23.8,926844,890371,0,262468,76925,6643,664376,36.37,0.624
100,2017,NonResidential,Large Office,City Place III - SEDO,551 Boren Ave. North,98109.0,7.0,LAKE UNION,47.62424,-122.33646,2010,5,1.0,316306,0,2.0182017201620153e+23,95.0,57.0,57.0,155.9,155.9,16381541,16384160,0,13206806,3870693,31747,3174733,223.25,0.706
102,2017,NonResidential,Hotel,Residence Inn Seattle - Lake Union,800 Fairview Ave. N,98109.0,3.0,LAKE UNION,47.62642,-122.33325,1990,7,1.0,282863,44766,0.0,46.0,81.3,80.5,178.1,177.4,19158784,18986238,0,10472824,3069409,86859,8685958,504.64,1.784
103,2017,Nonresidential COS,Other,Key Arena,334 1st Ave. N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62141,-122.35086,1962,1,1.0,389000,0,0.0,,72.1,71.6,164.2,163.5,26547420,26365384,7990000,15044894,4409406,8855,885523,534.03,1.373
104,2017,Nonresidential COS,Other,Bagley Wright Theatre,151 Mercer St.,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1962,1,1.0,91213,0,0.0,,91.8,91.6,227.0,226.8,5967398,5956533,1841070,3930967,1152100,0,0,114.14,1.251
106,2017,Nonresidential COS,Other,Armory,305 Harrison St.,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62141,-122.35086,1938,5,1.0,396085,0,0.0,,104.8,103.7,168.5,167.3,29197694,28870044,16949830,6674862,1956290,0,0,928.69,2.345
107,2017,NonResidential,Large Office,City Place IV - SEDO,333 Boren Ave. N.,98109.0,7.0,LAKE UNION,47.62112,-122.33629,2010,12,1.0,571329,0,2.0182017201620153e+23,92.0,62.5,61.8,172.1,169.9,39074696,38648836,0,31822031,9326504,72526,7252659,516.84,0.905
110,2017,Nonresidential COS,Other,Exhibition Hall,225 Mercer St.,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1962,2,1.0,52000,0,0.0,,54.7,54.4,117.9,117.6,2844245,2829869,1186200,1422455,416897,0,0,68.94,1.326
111,2017,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,1,1.0,60696,0,0.0,,2.6,2.6,8.1,8.1,277136,277136,0,277135,81223,0,0,1.15,0.019
112,2017,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1928,2,1.0,262048,0,0.0,,76.2,74.3,181.6,179.2,22553604,21981486,6062000,13994465,4101543,5104,510475,407.27,1.554
113,2017,NonResidential,Small- and Mid-Sized Office,KCTS9,401 Mercer St,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1986,2,0.0,66240,2352,0.0,,79.5,79.5,249.6,249.6,4422798,4422798,0,4422797,1296247,0,0,18.3,0.276
114,2017,NonResidential,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,2010,6,1.0,920598,303707,0.0,93.0,52.6,51.6,133.8,132.6,38695232,37935880,0,27659335,8106487,110358,11035894,700.55,0.761
115,2017,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,98033.0,7.0,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1970,4,1.0,76213,25930,0.0,71.0,71.9,70.3,191.3,189.6,3664215,3580430,0,2823175,827425,8410,841039,56.35,0.739
116,2017,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,2002,6,1.0,96910,36934,0.0,48.0,101.8,100.4,202.5,198.2,6104526,6022328,0,2745387,804627,33591,3359138,189.76,1.958
117,2017,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,98105.0,4.0,NORTHEAST,47.65772,-122.31756,1962,4,2.0,50017,0,0.0,58.0,109.6,108.4,204.1,200.3,5480266,5419661,0,2131461,624695,33488,3348803,186.67,3.732
118,2017,SPS-District K-12,K-12 School,Pathfinder K-8,1901 SW Genesee St.,98106.0,1.0,DELRIDGE,47.5636,-122.358,1999,3,1.0,74468,0,0.0,94.0,22.8,22.8,71.6,71.6,1717534,1718059,0,1717533,503380,0,0,7.11,0.095
119,2017,NonResidential,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,98112.0,3.0,EAST,47.62548,-122.30828,1923,3,1.0,67743,0,0.0,15.0,51.7,50.1,103.3,101.6,3502572,3391377,0,1589835,465954,19127,1912736,108.16,1.597
120,2017,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,98112.0,3.0,EAST,47.62644,-122.30429,1908,6,1.0,194104,0,0.0,98.0,36.8,35.7,63.6,62.5,7351460,7148590,0,2390908,700735,49605,4960550,273.35,1.408
121,2017,NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,98144.0,3.0,SOUTHEAST,47.58408,-122.30125,2003,3,1.0,99433,35752,0.0,63.0,78.2,77.4,245.5,243.0,4979052,4927985,0,4979051,1459276,0,0,20.6,0.207
122,2017,SPS-District K-12,K-12 School,John Muir Elementary,3301 S. Horton St.,98144.0,2.0,SOUTHEAST,47.57324,-122.29058,1991,2,1.0,60725,0,0.0,77.0,36.8,36.6,115.5,114.8,2233187,2220198,0,2233186,654509,0,0,9.24,0.152
125,2017,SPS-District K-12,K-12 School,Mercer International Middle,1600 Columbian Way S.,98108.0,2.0,GREATER DUWAMISH,47.56413,-122.31208,1957,1,1.0,130862,0,0.0,63.0,55.5,54.2,91.9,90.5,7730110,7548106,0,2241183,656853,54889,5488926,300.79,2.299
127,2017,SPS-District K-12,K-12 School,Orca K-8 School,5215 46th Ave. S.,98118.0,2.0,SOUTHEAST,47.55478,-122.27596,1989,3,1.0,59955,0,0.0,94.0,29.5,29.3,85.8,85.6,1767751,1758171,0,1572161,460774,1955,195589,16.89,0.282
130,2017,SPS-District K-12,K-12 School,McClure Middle,1915 1st Ave. W.,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1964,2,1.0,93218,0,0.0,89.0,32.9,31.9,66.8,65.8,3064196,2976964,0,1439460,421881,16247,1624735,92.24,0.99
131,2017,NonResidential,Other,Lakeview,1208 NE 64th st,98115.0,4.0,NORTHEAST,47.67524,-122.31534,1941,4,1.0,56521,0,0.0,,117.1,117.1,367.7,367.7,5737653,5737653,0,5737652,1681609,0,0,23.74,0.42
132,2017,NonResidential,Other,Roosevelt Square,6401 12th Avenue NE,98115.0,4.0,NORTHEAST,47.67559,-122.31769,1929,2,1.0,228385,100070,0.0,,28.2,27.6,48.8,47.8,3653232,3571587,0,1186793,347829,24664,2466439,135.9,0.595
136,2017,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,98133.0,5.0,NORTHWEST,47.73141,-122.3458,2001,4,1.0,51390,0,0.0,91.0,69.5,69.1,131.1,129.7,3571819,3548590,0,1429972,419101,21418,2141847,119.67,2.329
137,2017,SPS-District K-12,K-12 School,Broadview-Thomson K-8,13052 Greenwood Ave. N.,98133.0,5.0,NORTHWEST,47.72463,-122.35315,1963,2,1.0,131013,0,0.0,94.0,32.7,31.0,63.3,61.3,4313222,4090444,0,1827258,535538,24859,2485964,139.59,1.065
138,2017,SPS-District K-12,K-12 School,Ingraham High,1819 N. 135th St.,98133.0,5.0,NORTHWEST,47.7257,-122.33684,1959,1,1.0,245587,0,0.0,95.0,50.6,48.5,84.2,81.7,12601269,12085780,0,3704373,1085689,88968,8896895,487.84,1.986
139,2017,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,98133.0,5.0,NORTHWEST,47.72551,-122.3423,2002,3,1.0,69138,0,0.0,80.0,47.8,47.2,104.0,102.0,3377110,3330187,0,1818606,533003,15585,1558503,90.3,1.306
140,2017,SPS-District K-12,K-12 School,B.F. Day Elementary,3921 Linden Ave. N.,98103.0,6.0,LAKE UNION,47.65464,-122.34912,1991,3,1.0,66588,0,0.0,81.0,33.5,33.0,105.2,103.5,2231671,2194265,0,2231671,654065,0,0,9.23,0.139
144,2017,NonResidential,Hotel,Alexis Hotel,1007 First Ave.,98104.0,7.0,DOWNTOWN,47.6048,-122.3368,1904,5,1.0,190980,0,0.0,99.0,32.6,32.6,81.6,81.6,6220623,6220623,0,4331480,1269484,18891,1889141,118.25,0.619
145,2017,Nonresidential COS,Other,Benaroya Hall,200 University Street,98111.0,7.0,DOWNTOWN,47.60804,-122.3367,1998,6,1.0,284100,0,0.0,,78.5,77.6,192.8,190.8,14894600,14728079,4690673,9676809,2836110,5271,527115,317.39,1.117
147,2017,Campus,Hospital,Swedish Ballard,5300 Tallman Ave NW,98107.0,6.0,BALLARD,47.66737,-122.37956,1954,5,4.0,285333,0,0.0,18.0,229.1,0.0,465.0,0.0,69350008,0,0,32490882,9522533,368591,36859118,2092.01,7.332
